Elspot Prices in EUR/MWh,,,,,,,,,,,,,,,,,,,
Data was last updated 10-01-2018,,,,,,,,,,,,,,,,,,,
,Hours,SYS,SE1,SE2,SE3,SE4,FI,DK1,DK2,Oslo,Kr.sand,Bergen,Molde,Tr.heim,Tromsø,EE,LV,LT,FRE
21-11-2016,01 - 02,"30,96","9,03","9,03","9,03","9,03","9,03","8,81","8,81","33,18","33,18","33,18","38,29","38,29","28,25","9,03","9,03","9,03",
21-11-2016,02 - 03,"30,75","9,79","9,79","9,79","9,79","9,79","9,79","9,79","33,14","33,14","33,14","38,20","38,20","28,20","9,79","9,79","9,79",
21-11-2016,03 - 04,"30,28","14,19","14,19","14,19","14,19","14,19","11,01","11,01","32,70","32,70","32,70","38,00","38,00","28,20","14,19","14,19","14,19",
21-11-2016,04 - 05,"31,54","28,69","28,69","28,69","28,69","28,69","10,88","28,69","32,55","32,55","32,55","38,22","38,22","28,69","28,69","28,69","28,69",
21-11-2016,05 - 06,"34,00","34,44","34,44","34,44","34,44","34,44","20,00","34,44","34,44","33,90","34,44","39,36","39,36","32,07","34,44","34,44","34,44",
21-11-2016,06 - 07,"37,18","38,71","38,71","38,71","38,71","38,71","38,71","38,71","37,36","34,76","37,36","39,92","39,92","33,73","38,71","38,71","38,71",
21-11-2016,07 - 08,"40,63","42,57","42,57","42,57","42,57","42,57","42,57","42,57","38,44","36,36","38,44","42,57","42,57","35,13","42,57","42,57","42,57",
21-11-2016,08 - 09,"41,33","42,98","42,98","42,98","42,98","42,98","42,98","42,98","39,42","39,42","39,42","42,98","42,98","37,23","42,98","42,98","42,98",
21-11-2016,09 - 10,"41,36","41,76","41,76","41,76","41,76","41,76","41,76","41,76","40,78","40,78","40,78","41,76","41,76","37,38","41,76","41,76","41,76",
21-11-2016,10 - 11,"40,07","40,16","40,16","40,16","40,16","40,16","40,16","40,16","40,16","40,16","40,16","40,45","40,45","36,99","40,16","40,16","40,16",
21-11-2016,11 - 12,"40,32","40,62","40,62","40,62","40,62","40,62","40,62","40,62","39,97","39,97","39,97","40,62","40,62","40,62","40,62","40,62","40,62",
21-11-2016,12 - 13,"41,01","41,70","41,70","41,70","41,70","41,70","40,27","41,70","39,99","39,99","39,99","42,57","42,57","33,12","41,70","41,70","41,70",
21-11-2016,13 - 14,"41,15","42,27","42,27","42,27","42,27","42,27","40,25","42,27","39,91","39,91","39,91","42,57","42,57","33,09","42,27","42,27","42,27",
21-11-2016,14 - 15,"41,23","42,63","42,63","42,63","42,63","42,63","39,95","42,63","39,95","39,95","39,95","42,63","42,63","33,48","42,63","42,63","42,63",
21-11-2016,15 - 16,"41,32","43,41","43,41","43,41","43,41","43,41","39,35","43,41","39,35","39,35","39,35","43,41","43,41","32,77","43,41","43,41","43,41",
21-11-2016,16 - 17,"41,97","43,65","43,65","43,65","43,65","43,65","40,17","43,65","39,86","39,86","39,86","43,65","43,65","32,69","43,65","43,65","43,65",
21-11-2016,17 - 18,"42,74","44,02","44,02","44,02","44,02","44,02","41,61","44,02","40,14","40,14","40,14","44,02","44,02","32,56","44,02","44,02","44,02",
21-11-2016,18 - 19,"40,71","42,38","42,38","42,38","42,38","42,38","38,71","42,38","38,71","38,71","38,71","42,38","42,38","32,53","42,38","42,38","42,38",
21-11-2016,19 - 20,"37,99","40,05","40,05","40,05","40,05","40,05","36,30","40,05","37,92","35,27","37,92","41,35","41,35","32,50","40,05","40,05","40,05",
21-11-2016,20 - 21,"36,80","37,82","37,82","37,82","37,82","37,82","35,75","37,82","37,61","34,61","37,61","41,17","41,17","32,53","37,82","37,82","37,82",
21-11-2016,21 - 22,"35,39","36,24","36,24","36,24","36,24","36,24","32,84","36,24","36,24","34,39","36,24","41,15","41,15","32,21","36,24","36,24","36,24",
21-11-2016,22 - 23,"34,27","34,88","34,88","34,88","34,88","34,88","32,98","34,88","34,88","33,60","34,88","41,11","41,11","30,79","34,88","34,88","34,88",
21-11-2016,23 - 00,"33,35","33,17","33,17","33,17","33,17","33,17","33,17","33,17","33,17","33,17","33,17","40,61","40,61","30,08","33,17","33,17","33,17",
22-11-2016,00 - 01,"33,24","32,94","32,94","32,94","32,94","32,94","30,87","32,94","32,94","32,94","32,94","40,22","40,22","29,70","32,94","32,94","32,94",
22-11-2016,01 - 02,"32,53","30,59","30,59","30,59","30,59","30,59","27,87","30,59","32,25","32,25","32,25","40,03","40,03","29,58","30,59","30,59","30,59",
22-11-2016,02 - 03,"32,08","29,50","29,50","29,50","29,50","29,50","26,39","29,50","31,96","31,96","31,96","39,98","39,98","29,50","29,50","29,50","29,50",
22-11-2016,03 - 04,"32,21","30,42","30,42","30,42","30,42","30,42","30,42","30,42","31,94","31,94","31,94","39,95","39,95","29,52","30,42","30,42","30,42",
22-11-2016,04 - 05,"33,16","32,84","32,84","32,84","32,84","32,84","32,84","32,84","32,84","32,84","32,84","40,00","40,00","29,59","32,84","32,84","32,84",
22-11-2016,05 - 06,"34,52","35,12","35,12","35,12","35,12","35,12","29,38","35,12","35,12","33,95","35,12","40,24","40,24","29,70","35,12","35,12","35,12",
22-11-2016,06 - 07,"37,82","40,86","40,86","40,86","40,86","40,86","33,89","40,86","37,02","34,74","37,02","40,86","40,86","31,87","40,86","40,86","40,86",
22-11-2016,07 - 08,"40,39","41,89","41,89","41,89","41,89","41,89","40,89","41,89","37,80","36,08","37,80","41,95","41,95","31,84","41,89","41,89","41,89",
22-11-2016,08 - 09,"41,14","42,40","42,40","42,40","42,40","42,40","38,78","42,40","38,46","38,17","38,46","42,81","42,81","34,84","42,40","42,40","42,40",
22-11-2016,09 - 10,"40,69","41,90","41,90","41,90","41,90","41,90","37,16","41,90","38,19","37,16","38,19","44,74","44,74","34,69","41,90","41,90","41,90",
22-11-2016,10 - 11,"39,77","41,08","41,08","41,08","41,08","41,08","35,85","41,08","38,12","35,85","38,12","44,23","44,23","34,36","41,08","41,08","41,08",
22-11-2016,11 - 12,"40,08","41,44","41,44","41,44","41,44","41,44","36,35","41,44","37,84","36,35","37,84","43,61","43,61","34,92","41,44","41,44","41,44",
22-11-2016,12 - 13,"40,20","41,68","41,68","41,68","41,68","41,68","37,00","41,68","37,57","37,00","37,57","42,49","42,49","34,79","41,68","41,68","41,68",
22-11-2016,13 - 14,"40,44","41,76","41,76","41,76","41,76","41,76","37,23","41,76","37,53","37,23","37,53","42,49","42,49","34,89","41,76","41,76","41,76",
22-11-2016,14 - 15,"41,21","42,62","42,62","42,62","42,62","42,62","38,47","42,62","38,47","38,47","38,47","42,62","42,62","35,12","42,62","42,62","42,62",
22-11-2016,15 - 16,"41,69","44,22","44,22","44,22","44,22","44,22","38,52","44,22","38,52","38,52","38,52","44,22","44,22","32,53","44,22","44,22","44,22",
22-11-2016,16 - 17,"42,88","46,14","46,14","46,14","46,14","46,14","38,68","46,14","38,68","38,68","38,68","46,14","46,14","32,45","46,14","46,14","46,14",
22-11-2016,17 - 18,"42,87","46,12","46,12","46,12","46,12","46,12","38,91","46,12","38,91","38,91","38,91","46,12","46,12","31,97","46,12","46,12","46,12",
22-11-2016,18 - 19,"41,42","44,18","44,18","44,18","44,18","44,18","38,46","44,18","38,46","38,46","38,46","44,18","44,18","31,88","44,18","44,18","44,18",
22-11-2016,19 - 20,"40,30","41,61","41,61","41,61","41,61","41,61","37,67","41,61","37,67","37,67","37,67","42,81","42,81","31,84","41,61","41,61","41,61",
22-11-2016,20 - 21,"39,29","40,46","40,46","40,46","40,46","40,46","37,42","40,46","37,42","37,42","37,42","41,96","41,96","31,77","40,46","40,46","40,46",
22-11-2016,21 - 22,"37,32","37,84","37,84","37,84","37,84","37,84","37,01","37,84","37,01","37,01","37,01","42,52","42,52","31,64","37,84","37,84","37,84",
22-11-2016,22 - 23,"36,51","36,28","36,28","36,28","36,28","36,28","36,28","36,28","36,28","36,28","36,28","41,21","41,21","29,88","36,28","36,28","36,28",
22-11-2016,23 - 00,"34,93","34,80","34,80","34,80","34,80","34,80","34,80","34,80","34,80","34,80","34,80","40,75","40,75","29,67","34,80","34,80","34,80",
23-11-2016,00 - 01,"33,88","33,78","33,78","33,78","33,78","33,78","33,78","33,78","33,78","33,78","33,78","39,16","39,16","29,56","33,78","33,78","33,78",
23-11-2016,01 - 02,"33,26","33,11","33,11","33,11","33,11","33,11","33,11","33,11","33,11","33,11","33,11","38,79","38,79","29,41","33,11","33,11","33,11",
23-11-2016,02 - 03,"33,11","32,80","32,80","32,80","32,80","32,80","32,80","32,80","32,80","32,80","32,80","38,72","38,72","29,37","32,80","32,80","32,80",
23-11-2016,03 - 04,"32,52","32,08","32,08","32,08","32,08","32,08","32,08","32,08","32,08","32,08","32,08","38,71","38,71","29,39","32,08","32,08","32,08",
23-11-2016,04 - 05,"33,64","33,54","33,54","33,54","33,54","33,54","33,54","33,54","33,54","33,54","33,54","38,42","38,42","29,45","33,54","33,54","33,54",
23-11-2016,05 - 06,"34,75","34,72","34,72","34,72","34,72","34,72","34,72","34,72","34,72","34,72","34,72","38,81","38,81","29,62","34,72","34,72","34,72",
23-11-2016,06 - 07,"37,51","39,94","39,94","39,94","39,94","39,94","36,49","39,94","36,49","36,49","36,49","39,94","39,94","31,77","39,94","39,94","39,94",
23-11-2016,07 - 08,"40,07","42,29","42,29","42,29","42,29","42,29","37,26","42,29","37,26","37,26","37,26","42,29","42,29","36,39","42,29","42,29","42,29",
23-11-2016,08 - 09,"41,88","44,01","44,01","44,01","44,01","44,01","38,29","44,01","38,29","38,29","38,29","44,01","44,01","36,47","44,01","44,01","44,01",
23-11-2016,09 - 10,"41,32","43,07","43,07","43,07","43,07","43,07","38,09","43,07","38,09","38,09","38,09","43,07","43,07","36,46","43,07","43,07","43,07",
23-11-2016,10 - 11,"40,84","42,04","42,04","42,04","42,04","42,04","38,20","42,04","38,20","38,20","38,20","42,04","42,04","36,43","42,04","42,04","42,04",
23-11-2016,11 - 12,"40,65","42,32","42,32","42,32","42,32","42,32","37,36","42,32","37,54","37,36","37,54","42,32","42,32","36,40","42,32","42,32","42,32",
23-11-2016,12 - 13,"40,88","42,77","42,77","42,77","42,77","42,77","37,32","42,77","37,50","37,32","37,50","42,77","42,77","36,41","42,77","42,77","42,77",
23-11-2016,13 - 14,"41,06","43,09","43,09","43,09","43,09","43,09","37,50","43,09","37,50","37,50","37,50","43,09","43,09","36,32","43,09","43,09","43,09",
23-11-2016,14 - 15,"41,07","43,05","43,05","43,05","43,05","43,05","37,57","43,05","37,57","37,57","37,57","43,05","43,05","36,40","43,05","43,05","43,05",
23-11-2016,15 - 16,"41,51","44,27","44,27","44,27","44,27","44,27","37,56","44,27","37,56","37,56","37,56","44,27","44,27","36,41","44,27","44,27","44,27",
23-11-2016,16 - 17,"43,08","46,23","46,23","46,23","46,23","46,23","38,07","46,23","43,60","38,07","38,07","46,23","46,23","36,11","46,23","46,23","46,23",
23-11-2016,17 - 18,"44,02","45,93","45,93","45,93","52,20","45,93","45,93","52,20","38,27","38,27","38,27","45,93","45,93","35,93","45,93","45,93","52,20",
23-11-2016,18 - 19,"41,57","44,08","44,08","44,08","44,08","44,08","38,17","44,08","37,96","37,96","37,96","44,08","44,08","31,73","44,08","44,08","44,08",
23-11-2016,19 - 20,"39,67","41,83","41,83","41,83","41,83","41,83","37,48","41,83","37,48","37,48","37,48","41,83","41,83","31,54","41,83","41,83","41,83",
23-11-2016,20 - 21,"37,69","38,99","38,99","38,99","38,99","38,99","37,23","38,99","37,23","37,23","37,23","39,55","39,55","31,32","38,99","38,99","38,99",
23-11-2016,21 - 22,"36,96","37,14","37,14","37,14","37,14","37,14","36,94","37,14","36,94","36,94","36,94","39,26","39,26","30,98","37,14","37,14","37,14",
23-11-2016,22 - 23,"35,78","35,80","35,80","35,80","35,80","35,80","35,80","35,80","35,80","35,80","35,80","38,78","38,78","29,81","35,80","35,80","35,80",
23-11-2016,23 - 00,"34,03","33,99","33,99","33,99","33,99","33,99","33,99","33,99","33,99","33,99","33,99","38,30","38,30","29,60","33,99","33,99","33,99",
24-11-2016,00 - 01,"32,68","32,66","32,66","32,66","32,66","32,66","32,66","32,66","32,66","32,66","32,66","37,28","37,28","29,52","32,66","32,66","32,66",
24-11-2016,01 - 02,"31,79","31,61","31,61","31,61","31,61","31,61","31,61","31,61","31,61","31,61","31,61","36,87","36,87","29,41","31,61","31,61","31,61",
24-11-2016,02 - 03,"30,98","30,80","30,80","30,80","30,80","30,80","30,80","30,80","30,80","30,80","30,80","36,49","36,49","29,33","30,80","30,80","30,80",
24-11-2016,03 - 04,"30,45","29,58","29,58","29,58","29,58","29,58","29,58","29,58","30,55","30,55","30,55","36,30","36,30","29,30","29,58","29,58","29,58",
24-11-2016,04 - 05,"30,83","30,52","30,52","30,52","30,52","30,52","29,76","30,52","30,74","30,74","30,74","35,10","35,10","29,32","30,52","30,52","30,52",
24-11-2016,05 - 06,"33,51","33,85","33,85","33,85","33,85","33,85","32,44","33,85","33,85","33,85","33,85","36,05","36,05","29,43","33,85","33,85","33,85",
24-11-2016,06 - 07,"36,24","37,39","37,39","37,39","37,39","37,39","36,50","37,39","36,14","35,31","36,14","37,39","37,39","30,99","37,39","37,39","37,39",
24-11-2016,07 - 08,"39,96","42,22","42,22","42,22","42,22","42,22","39,51","42,22","37,23","37,23","37,23","42,22","42,22","31,42","42,22","42,22","42,22",
24-11-2016,08 - 09,"41,88","44,04","44,04","44,04","44,04","44,04","44,04","44,04","38,52","38,52","38,52","44,04","44,04","31,86","44,04","44,04","44,04",
24-11-2016,09 - 10,"41,55","43,88","43,88","43,88","43,88","43,88","40,18","43,88","38,30","38,30","38,30","43,88","43,88","31,89","43,88","43,88","43,88",
24-11-2016,10 - 11,"40,77","42,64","42,64","42,64","42,64","42,64","39,51","42,64","38,06","38,06","38,06","42,64","42,64","31,87","42,64","42,64","42,64",
24-11-2016,11 - 12,"40,81","43,11","43,11","43,11","43,11","43,11","38,82","43,11","37,85","37,85","37,85","43,11","43,11","31,87","43,11","43,11","43,11",
24-11-2016,12 - 13,"40,45","42,87","42,87","42,87","42,87","42,87","38,58","42,87","37,73","37,73","37,73","42,87","42,87","31,82","42,87","42,87","42,87",
24-11-2016,13 - 14,"40,78","42,55","42,55","42,55","42,55","42,55","38,85","42,55","37,67","37,67","37,67","42,55","42,55","37,19","42,55","42,55","42,55",
24-11-2016,14 - 15,"40,82","42,77","42,77","42,77","42,77","42,77","40,74","42,77","37,71","37,71","37,71","42,77","42,77","37,42","42,77","42,77","42,77",
24-11-2016,15 - 16,"41,91","44,26","44,26","44,26","44,26","44,26","40,77","44,26","37,62","37,62","37,62","44,26","44,26","37,46","44,26","44,26","44,26",
24-11-2016,16 - 17,"43,68","46,66","46,66","46,66","49,36","46,66","42,56","49,36","37,89","37,89","37,89","46,66","46,66","37,40","46,66","46,66","49,36",
24-11-2016,17 - 18,"44,15","46,20","46,20","46,20","50,97","46,20","43,55","50,97","38,78","38,78","38,78","46,20","46,20","37,08","46,20","46,20","50,97",
24-11-2016,18 - 19,"42,58","45,23","45,23","45,23","45,23","45,23","42,16","45,23","37,96","37,96","37,96","45,23","45,23","35,92","45,23","45,23","45,23",
24-11-2016,19 - 20,"40,52","42,80","42,80","42,80","42,80","42,80","39,45","42,80","37,60","37,60","37,60","42,80","42,80","35,46","42,80","42,80","42,80",
24-11-2016,20 - 21,"38,00","39,37","39,37","39,37","39,37","39,37","38,07","39,37","36,98","36,98","36,98","39,37","39,37","36,89","39,37","39,37","39,37",
24-11-2016,21 - 22,"37,30","38,35","38,35","38,35","38,35","38,35","37,71","38,35","36,71","36,71","36,71","38,35","38,35","36,33","38,35","38,35","38,35",
24-11-2016,22 - 23,"35,83","35,88","35,88","35,88","35,88","35,88","35,88","35,88","35,88","35,88","35,88","35,88","35,88","34,44","35,88","35,88","35,88",
24-11-2016,23 - 00,"34,41","34,43","34,43","34,43","34,43","34,43","33,62","34,43","34,43","34,43","34,43","34,43","34,43","33,23","34,43","34,43","34,43",
25-11-2016,00 - 01,"34,62","34,70","34,70","34,70","34,70","34,70","35,23","34,70","34,70","34,70","34,70","34,70","34,70","32,38","34,70","34,70","34,70",
25-11-2016,01 - 02,"33,57","33,80","33,80","33,80","33,80","33,80","33,26","33,80","33,80","33,80","33,80","33,80","33,80","32,05","33,80","33,80","33,80",
25-11-2016,02 - 03,"32,95","33,08","33,08","33,08","33,08","33,08","33,08","33,08","33,08","33,08","33,08","33,08","33,08","32,03","33,08","33,08","33,08",
25-11-2016,03 - 04,"32,66","32,89","32,89","32,89","32,89","32,89","32,89","32,89","32,89","32,89","32,89","32,89","32,89","32,02","32,89","32,89","32,89",
25-11-2016,04 - 05,"33,61","33,98","33,98","33,98","33,98","33,98","32,24","33,98","33,98","33,98","33,98","33,98","33,98","32,04","33,98","33,98","33,98",
25-11-2016,05 - 06,"35,05","35,71","35,71","35,71","35,71","35,71","34,85","35,71","35,03","35,03","35,03","35,71","35,71","32,10","35,71","35,71","35,71",
25-11-2016,06 - 07,"37,24","40,02","40,02","40,02","40,02","40,02","37,98","40,02","36,07","36,07","36,07","40,02","40,02","35,20","40,02","40,02","40,02",
25-11-2016,07 - 08,"41,60","45,06","45,06","45,06","45,06","45,06","45,06","45,06","37,24","37,24","37,24","43,08","43,08","35,19","45,06","45,06","45,06",
25-11-2016,08 - 09,"43,46","47,05","47,05","47,05","48,49","47,05","47,05","48,49","47,05","38,35","38,35","44,70","44,70","35,48","47,05","47,05","48,49",
25-11-2016,09 - 10,"41,81","43,93","43,93","43,93","47,97","43,93","40,38","47,97","38,91","38,27","38,27","43,93","43,93","35,28","43,93","43,93","47,97",
25-11-2016,10 - 11,"39,67","41,56","41,56","41,56","47,42","41,56","37,73","47,42","37,73","37,73","37,73","41,56","41,56","35,20","41,56","41,56","47,42",
25-11-2016,11 - 12,"39,37","41,31","41,31","41,31","47,09","41,31","41,02","47,09","37,49","37,49","37,49","41,31","41,31","34,97","41,31","41,31","47,09",
