TIMESTAMP,POWER,U10,V10,U100,V100
20150503 06:00,0.157983630381953,-3.57232,0.258451,-5.26624,0.924798
20150503 07:00,0.397024023705095,-4.38221,0.891337,-5.49218,1.28702
20150503 08:00,0.633101786338858,-4.38137,1.69426,-5.50773,2.25804
20150503 09:00,0.644327204116461,-4.22856,2.7175,-5.33832,3.6005
20150503 10:00,0.685856548620294,-4.69721,2.85371,-6.01013,3.84037
20150503 11:00,1,-5.3239,3.11569,-6.90547,4.18823
20150503 12:00,0.848675938173355,-5.97926,3.28904,-7.91532,4.48941
20150503 13:00,0.871649967744201,-6.68674,3.41597,-8.96785,4.71642
20150503 14:00,0.879463496653313,-7.40263,3.43893,-10.1453,4.8651
20150503 15:00,0.923931588577203,-7.73392,3.62526,-10.92,5.22921
20150503 16:00,0.880130223199214,-7.33974,3.56706,-10.8632,5.56123
20150503 17:00,0.915501026780346,-8.36751,3.5341,-12.4166,5.75318
20150503 18:00,0.867957967344017,-8.61122,3.218,-12.9522,5.41173
20150503 19:00,0.876232475268837,-8.78225,3.28592,-13.4656,5.71956
20150503 20:00,0.869503172690493,-9.00274,3.77489,-13.6697,6.38891
20150503 21:00,0.865193751568705,-8.61542,4.75159,-12.9478,7.70223
20150503 22:00,0.921897440375578,-7.5925,5.50633,-11.3666,8.77225
20150503 23:00,0.907163173629622,-5.29814,6.3663,-7.7677,10.0064
20150504 00:00,0.738379970792813,1.76563,5.26066,4.0411,7.7392
20150504 01:00,0.666765900608413,3.12655,4.39581,6.06588,6.42482
20150504 02:00,0.632766028739401,3.05594,4.06701,5.92527,6.12606
20150504 03:00,0.574248186064336,3.35035,4.28519,6.40729,6.58647
20150504 04:00,0.48042126551669,3.71546,3.51081,7.0865,5.22305
20150504 05:00,0.666260816725692,4.12127,3.84764,7.33455,5.6059
20150504 06:00,0.606666550549117,4.93054,3.60816,8.52746,5.16872
20150504 07:00,0.747746125103379,4.74392,3.51986,7.41032,4.65992
20150504 08:00,0.766349871995684,4.89863,4.04374,7.18602,5.28559
20150504 09:00,0.769654331569778,4.90189,4.30983,7.00976,5.65497
20150504 10:00,0.703028161206957,4.90492,5.13508,6.9945,6.80223
20150504 11:00,0.771544798010749,5.90879,5.17327,8.3656,6.88534
20150504 12:00,0.791886902095297,5.828,4.94751,8.24664,6.56503
20150504 13:00,0.769857583569125,5.68767,4.82658,8.06095,6.39153
20150504 14:00,0.579844158070442,5.8113,4.28432,8.17981,5.64968
20150504 15:00,0.57856931245763,5.19606,3.99241,7.37047,5.24414
20150504 16:00,0.526349660433513,4.67181,3.50513,6.69056,4.55393
20150504 17:00,0.310949301184157,3.67074,2.88345,5.42119,3.66885
20150504 18:00,0.202665625153377,2.58829,2.67437,4.09764,3.45369
20150504 19:00,0.157285699870782,1.55682,2.22435,3.4271,3.40947
20150504 20:00,0.090156819765976,0.815795,1.80378,2.4957,2.86816
20150504 21:00,0.129161713678225,-0.12151,2.33258,0.978844,3.18585
20150504 22:00,0.213106115960327,-1.01252,2.07014,-0.419443,3.45193
20150504 23:00,0.138095765046646,-1.6598,1.47052,-2.38385,3.54797
20150505 00:00,0.228617346895272,-2.65545,1.2784,-4.64248,3.48842
20150505 01:00,0.321712240588624,-4.31352,2.26432,-7.34301,4.83037
20150505 02:00,0.50536496320804,-5.70748,2.52402,-9.30515,5.24893
20150505 03:00,0.712254049617459,-6.84353,2.37633,-10.9721,4.80612
20150505 04:00,0.764970303010232,-7.1187,2.7881,-11.3297,5.13395
20150505 05:00,0.809776782019067,-7.94201,1.40264,-12.5239,3.26156
20150505 06:00,0.826944211184414,-8.61764,2.16745,-13.4186,4.16289
20150505 07:00,0.857757760696082,-8.17062,3.42054,-12.4696,6.14333
20150505 08:00,0.920569647831892,-7.84007,5.01713,-11.8316,8.29234
20150505 09:00,0.900628358854448,-6.76614,7.09846,-9.82074,11.2451
20150505 10:00,0.8379771161666,-3.65681,8.34303,-4.79398,13.0537
20150505 11:00,0.769277636201005,-1.66791,7.16258,-1.5146,11.5364
20150505 12:00,0.717900507736384,-0.550791,6.96926,0.361358,10.3295
20150505 13:00,0.354452671278427,0.963197,7.08657,2.34535,10.6804
20150505 14:00,0.456192733517888,1.29463,6.69775,2.56359,9.87612
20150505 15:00,0.559017750007799,2.02681,6.5971,3.90566,9.67417
20150505 16:00,0.803513247895223,3.30068,6.91721,5.61172,10.2305
20150505 17:00,0.931615277232259,5.33008,7.6435,8.58134,11.2057
20150505 18:00,0.951196820381748,6.13701,6.50852,10.7836,9.89027
20150505 19:00,0.915299062565889,8.10009,5.59006,12.4458,7.88097
20150505 20:00,0.872873881969919,6.62476,5.51015,10.4388,7.91896
20150505 21:00,0.914866517996501,5.42581,6.62319,8.76265,9.81419
20150505 22:00,0.935682861697538,5.17983,7.401,8.51669,10.9592
20150505 23:00,0.908296805122124,5.20054,7.12502,8.50562,10.5734
20150506 00:00,0.912611011991696,4.83581,7.02262,8.03363,10.4734
20150506 01:00,0.913042999855214,4.19777,6.68641,7.16987,10.0991
20150506 02:00,0.944470803805657,4.10727,7.27248,6.94627,10.885
20150506 03:00,0.946528143628785,4.19066,7.42506,6.98927,11.0679
20150506 04:00,0.908075176213043,3.8503,7.68954,6.35426,11.4475
20150506 05:00,0.891307359333981,3.10375,7.7237,5.15838,11.3671
20150506 06:00,0.878964778454934,3.04914,7.48943,5.03848,11.0387
20150506 07:00,0.888538224310512,4.07588,7.83419,6.0894,10.8427
20150506 08:00,0.901144948861056,4.29807,8.25635,6.20024,11.3063
20150506 09:00,0.854074947067672,4.03752,8.63977,5.79721,11.784
20150506 10:00,0.859822969509279,3.81046,8.71455,5.44396,11.8103
20150506 11:00,0.838990726245105,3.52791,8.70844,5.05515,11.7611
20150506 12:00,0.789044168167742,3.11671,8.69927,4.53029,11.7611
20150506 13:00,0.694896088456878,2.76792,8.51594,4.04731,11.5207
20150506 14:00,0.668998819009278,2.61771,8.16677,3.8262,11.0617
20150506 15:00,0.663663272755077,2.02567,8.92788,3.1097,12.193
20150506 16:00,0.667775645138605,1.14081,8.81573,1.91395,12.3203
20150506 17:00,0.801536492408102,1.27477,8.16855,2.31673,11.5189
20150506 18:00,0.751692403363865,0.584679,7.84183,1.68378,12.2598
20150506 19:00,NA,1.39474,8.70535,2.81104,12.9518
20150506 20:00,NA,2.3717,9.5535,4.0781,14.0838
20150506 21:00,0.934938697422517,0.925931,10.0595,1.94064,14.905
20150506 22:00,0.943948813813303,1.06124,10.5197,2.0789,15.5703
20150506 23:00,0.960023877188306,2.89112,10.7722,4.73722,15.7744
20150507 00:00,0.961007932039214,4.64791,10.4993,6.98807,15.1711
20150507 01:00,0.948822884430943,7.18524,7.1814,10.5974,10.2416
20150507 02:00,0.949812025798511,6.76091,6.18903,10.1841,8.80314
20150507 03:00,0.955770506731526,7.05539,6.1303,10.7815,8.846
20150507 04:00,0.957689090970083,8.04299,5.20899,12.2547,7.37895
20150507 05:00,0.944371106529339,8.28934,3.35087,11.8275,4.44191
20150507 06:00,0.92955131808494,8.14105,2.10871,11.2672,2.68812
20150507 07:00,0.952886308734804,8.69748,0.384544,11.8965,0.235528
20150507 08:00,0.944116391823472,8.1967,0.145249,11.014,-0.0640661
20150507 09:00,0.944838363351141,8.53187,0.0961674,11.2039,-0.05326
20150507 10:00,0.932140334810151,9.45091,-0.0321872,12.342,-0.142365
20150507 11:00,0.903717197510231,9.07677,0.032275,11.8305,-0.0284477
20150507 12:00,0.856839920340388,8.91666,0.249622,11.5482,0.317144
20150507 13:00,0.853950734979189,8.46668,0.60829,10.9409,0.817886
20150507 14:00,0.821547168901032,7.98326,1.44905,10.305,1.84662
20150507 15:00,0.729601950702214,7.4798,1.79803,9.80037,2.28836
20150507 16:00,0.638677706527911,6.70524,1.27502,8.76135,1.5984
20150507 17:00,0.66961713076504,6.3335,0.520899,8.38783,0.559235
20150507 18:00,0.740052278923381,6.11868,-0.161666,8.3989,-0.406746
20150507 19:00,0.757841278475538,5.57662,-0.659136,8.04523,-1.12253
20150507 20:00,0.710518444188283,4.93812,-0.0482499,7.34182,-0.293655
20150507 21:00,0.734598843398415,4.95069,0.638745,7.49572,0.865472
20150507 22:00,0.802104733297287,5.34453,0.211688,8.08726,0.237172
20150507 23:00,0.808544598384892,5.28531,-0.423228,7.98131,-0.706171
20150508 00:00,0.746708853271395,4.86631,-0.903919,7.47937,-1.4485
20150508 01:00,0.613773237303461,4.094,-0.29133,6.68731,-0.640784
20150508 02:00,0.470116750534586,3.33982,-0.0395582,5.87357,-0.305649
20150508 03:00,0.312536939861994,2.99178,0.230889,5.375,0.195661
20150508 04:00,0.0941564402934901,2.76,0.622518,4.48901,0.749608
20150508 05:00,0.045942816259307,1.95512,0.779716,3.50527,1.19612
20150508 06:00,0.0489955259658551,1.81001,1.26479,2.34228,1.54032
20150508 07:00,0.101082200397942,1.70916,1.63355,2.01145,1.93992
20150508 08:00,0.118059714578571,1.50406,1.91033,1.72015,2.30938
20150508 09:00,0.178364660646588,1.51,2.24634,1.67514,2.76136
20150508 10:00,0.140916817735733,1.6001,1.91765,1.72451,2.38417
20150508 11:00,0.030637400892542,1.65961,1.38796,1.7565,1.75096
20150508 12:00,0.0380706417381652,1.62093,0.578832,1.69981,0.797428
20150508 13:00,0.0450051120003573,1.47858,-0.348162,1.56222,-0.266677
20150508 14:00,0.127388261811577,1.00756,-1.4331,1.0018,-1.5273
20150508 15:00,0.24006251913928,0.349216,-2.54241,0.236517,-2.87558
20150508 16:00,0.234964603814011,-0.197967,-3.38862,-0.48359,-3.95889
20150508 17:00,0.156485654294716,-0.750081,-4.04186,-1.24275,-5.00372
20150508 18:00,0.196210279411783,-1.11202,-3.36207,-2.04197,-4.81688
20150508 19:00,0.103778751552166,-1.56096,-2.65487,-3.48393,-4.40955
20150508 20:00,0.0227846632838172,-2.39588,-2.46508,-5.17782,-3.9912
20150508 21:00,0.23813357563693,-3.22577,-1.85219,-6.47633,-2.77303
20150508 22:00,0.319062123576718,-3.63023,-1.01125,-7.04008,-1.08856
20150508 23:00,0.272674179696228,-3.74746,-0.0821648,-7.04311,0.858248
20150509 00:00,0.252158721810106,-4.31077,0.413069,-7.63179,1.87282
20150509 01:00,0.264391163202353,-5.26874,0.744716,-8.77217,2.18598
20150509 02:00,0.264542050245414,-5.52803,1.37643,-9.05907,3.22525
20150509 03:00,0.347651688111948,-5.97573,1.90975,-9.53822,3.95871
20150509 04:00,0.531528052596826,-6.18927,2.50801,-9.76543,4.78325
20150509 05:00,0.619972399659848,-6.47156,3.18674,-10.0842,5.72027
20150509 06:00,0.793567175166474,-6.89839,3.54683,-10.3966,6.39272
20150509 07:00,0.906581900018297,-7.18847,3.42164,-11.0663,6.22582
20150509 08:00,0.952029421724624,-6.23499,5.38421,-8.9587,8.3334
20150509 09:00,0.921312225001679,-4.64624,8.25647,-6.32864,11.6955
20150509 10:00,0.89058976532956,-1.79116,8.82065,-2.22231,12.4201
20150509 11:00,0.790924277245071,2.98052,6.96309,4.71346,9.50438
20150509 12:00,0.857742774266776,4.23968,6.59203,6.18629,9.0332
20150509 13:00,0.906608397659598,4.713,6.511,6.90541,8.97959
20150509 14:00,0.912683916989458,6.01831,6.03864,8.67066,8.28684
20150509 15:00,0.952741817144217,6.65483,6.44804,9.44857,8.61112
20150509 16:00,0.939259971477907,5.88326,5.91845,8.44871,7.95917
20150509 17:00,0.897840793721472,4.46004,6.18437,6.55944,8.41883
20150509 18:00,0.904091391789643,3.43255,6.2249,5.39595,8.84606
20150509 19:00,0.923764347879948,3.53578,6.27763,5.74791,9.14167
20150509 20:00,0.938092263504911,4.36658,6.39508,6.86356,9.25437
20150509 21:00,0.917167956261005,4.88511,4.69213,7.68403,6.62058
20150509 22:00,0.804633794387364,5.25677,3.35771,7.759,4.61864
20150509 23:00,0.701487396201562,5.47788,1.65504,7.98859,2.09037
20150510 00:00,0.614756637305943,5.21235,-0.248944,7.5959,-0.760206
20150510 01:00,0.755873233442748,5.46029,-2.74809,7.86857,-4.14226
20150510 02:00,0.877190519145718,4.75514,-5.04827,6.73336,-7.37123
20150510 03:00,0.965677973428823,5.30714,-6.24418,7.26346,-9.20649
20150510 04:00,0.975191235296276,6.06708,-7.40951,8.27163,-10.4998
20150510 05:00,0.977237098195214,6.89529,-7.70139,9.5394,-10.9281
20150510 06:00,0.949081603678613,6.35718,-7.83449,8.64123,-10.9298
20150510 07:00,0.948149016877185,6.46708,-7.00868,8.51154,-9.62286
20150510 08:00,0.914414191901833,7.07175,-5.86471,9.16102,-7.88663
20150510 09:00,0.882493763279626,7.18846,-5.23725,9.20232,-6.94497
20150510 10:00,0.827055201081606,7.0606,-4.62711,8.98845,-6.07582
20150510 11:00,0.743229624939263,6.19513,-4.01703,7.7423,-5.2151
20150510 12:00,0.680858628699236,5.84402,-2.85766,7.22576,-3.69392
20150510 13:00,0.559587684357477,5.83096,-1.62307,7.19841,-2.09412
20150510 14:00,0.430310237019994,5.28099,-0.906473,6.50149,-1.18777
20150510 15:00,0.455044520025679,4.58887,-0.0638247,5.64851,-0.128486
20150510 16:00,0.278730595223995,3.64653,1.01022,4.4929,1.18395
20150510 17:00,0.258640285786925,2.80062,2.07529,3.5191,2.50492
20150510 18:00,0.306445801144824,2.11287,3.0414,2.82248,3.87317
20150510 19:00,0.39711852944068,1.1233,3.25348,2.09974,5.06398
20150510 20:00,0.374479495571919,0.169501,3.48264,0.861098,5.94818
20150510 21:00,0.622513678287232,-0.593437,3.72474,-0.190711,6.8856
20150510 22:00,0.710127552895121,-0.938213,4.38313,-0.697284,8.18947
20150510 23:00,0.767612534047707,-1.20586,4.90469,-1.18694,9.06509
20150511 00:00,0.786679545451934,-1.44314,5.61037,-1.57366,10.0656
20150511 01:00,0.818609312508043,-1.70006,6.73159,-1.89175,11.1907
20150511 02:00,0.83768227717946,-1.67895,7.30989,-1.91034,11.9216
20150511 03:00,0.878827969914106,-1.45985,7.73581,-1.67617,12.475
20150511 04:00,0.894866228460499,-1.39739,7.95516,-1.6204,12.6232
20150511 05:00,0.896717155310386,-1.26956,8.16734,-1.42537,12.7678
20150511 06:00,0.876449702263044,-1.2241,8.05943,-1.36751,13.1458
20150511 07:00,0.891587697591112,-1.46432,8.61063,-1.71839,12.5657
20150511 08:00,0.915256012497717,-1.43513,8.97724,-1.696,12.9144
20150511 09:00,0.900916567357453,-1.04177,9.05115,-1.14119,12.8709
20150511 10:00,0.852279081220992,-0.772405,8.63954,-0.748759,12.1394
20150511 11:00,0.881542694534145,-0.317372,8.06907,-0.0891222,11.2446
20150511 12:00,0.845081368464254,0.159806,7.86326,0.600039,10.9144
20150511 13:00,0.755764778020261,0.685708,7.70167,1.39002,10.7219
20150511 14:00,0.718580755101843,0.976948,7.45515,1.8654,10.4839
20150511 15:00,0.737133833172552,1.36968,7.0788,2.48374,10.1224
20150511 16:00,0.706301392459264,2.64491,6.25993,4.27816,9.14416
20150511 17:00,0.724357765661925,3.45591,5.01243,6.14187,7.40301
20150511 18:00,0.645210210556687,2.36503,5.08776,4.83317,7.74282
20150511 19:00,0.359048435406117,3.74501,3.9227,6.42537,6.22984
20150511 20:00,0.274712079105815,3.72344,2.81545,7.14557,4.13297
20150511 21:00,0.185028326944974,3.28613,2.65657,6.81542,3.98011
20150511 22:00,0.181862177658124,2.30578,2.69922,5.73109,4.08436
20150511 23:00,0.186039135736508,2.1688,2.88257,5.51868,4.34522
20150512 00:00,0.213235299486497,1.57454,3.43423,4.43482,5.42327
20150512 01:00,0.313907831449868,1.30246,3.88703,3.69762,6.59004
20150512 02:00,0.42231254401924,0.898593,5.00429,2.52971,8.27746
20150512 03:00,0.565399614842112,0.74801,4.99714,2.46678,8.24866
20150512 04:00,0.7720852024225,2.26144,4.83361,4.29796,7.70344
20150512 05:00,0.784506799537925,2.75089,4.78076,5.38107,7.14322
20150512 06:00,0.692515042391671,1.82849,3.92327,4.0942,5.38097
20150512 07:00,0.54263135837648,2.74321,3.48724,4.70535,4.6199
20150512 08:00,0.374391153978583,3.62993,2.41634,5.69376,3.02533
20150512 09:00,0.403735127552323,3.785,0.79073,5.36056,0.754845
20150512 10:00,0.549439623722191,4.22965,-0.13973,5.90483,-0.462558
20150512 11:00,0.687236170849143,6.015,-1.39371,8.18585,-2.01406
20150512 12:00,0.83999587392309,6.51229,-1.84614,8.78595,-2.55401
20150512 13:00,0.880346708941311,7.11229,-1.78396,9.88712,-2.54517
20150512 14:00,0.934647025558286,8.17282,-1.44412,11.1788,-2.05347
20150512 15:00,0.927029384018118,7.60179,0.731853,10.5832,0.906318
20150512 16:00,0.945077546377861,7.08314,2.17594,9.89531,2.76186
20150512 17:00,0.935047200349337,7.43049,3.08337,10.5533,3.97038
20150512 18:00,0.943302531882426,8.20387,2.76637,11.6726,3.65812
20150512 19:00,0.951473158203622,8.35505,1.9628,12.0488,2.62646
20150512 20:00,0.935685257213386,7.58684,1.57182,11.5126,1.84294
20150512 21:00,0.92732122494123,6.95101,1.90356,11.2025,2.41787
20150512 22:00,0.945423764466647,6.68536,2.75669,10.9521,3.73341
20150512 23:00,0.959250064447992,7.06504,2.94094,11.4542,4.02211
20150513 00:00,0.957639938556297,7.28309,3.10141,11.7577,4.2871
20150513 01:00,0.956471286045721,8.19143,2.71898,12.832,3.46725
20150513 02:00,0.957142981619885,8.20953,1.90903,12.7007,2.19179
20150513 03:00,0.948027108097626,9.06376,0.859405,13.6297,0.757923
20150513 04:00,0.951789991529421,9.44681,-0.502009,13.5675,-1.0049
20150513 05:00,0.89694607818411,8.94566,-0.140049,12.4786,-0.539789
20150513 06:00,0.898506285902476,8.90872,0.402398,12.1336,0.219666
20150513 07:00,0.677128991638444,9.72092,-0.0841292,13.0269,-0.452586
20150513 08:00,0.922300781957313,10.3982,-0.736465,13.7081,-1.24262
20150513 09:00,0.936584067004973,10.8881,-1.08552,14.2306,-1.58268
20150513 10:00,0.923117852897036,10.7251,-1.53246,13.9396,-2.10939
20150513 11:00,0.936106636043773,10.4066,-1.29961,13.5225,-1.8616
20150513 12:00,0.937170440011469,10.6503,-1.99381,13.8062,-2.71206
20150513 13:00,0.944402833201401,10.5567,-2.61595,13.6806,-3.51077
20150513 14:00,0.927580707576415,10.2378,-2.95542,13.347,-3.97377
20150513 15:00,0.940040253237348,9.92093,-2.99557,12.9904,-4.05578
20150513 16:00,0.931335519945699,9.55945,-3.25665,12.5364,-4.42054
20150513 17:00,0.944733653819834,9.32653,-3.60672,12.2776,-4.93964
20150513 18:00,0.920183608462323,8.97653,-4.05017,11.9636,-5.56612
20150513 19:00,0.896549717740046,8.18347,-4.72497,10.9853,-6.55563
20150513 20:00,0.888887216980554,7.60334,-5.21898,10.3682,-7.32296
20150513 21:00,0.916368717133023,7.29069,-5.47432,9.98513,-7.67639
20150513 22:00,0.894473330518631,7.08583,-5.26056,9.67657,-7.47861
20150513 23:00,0.883822161881518,6.75774,-5.07133,9.20187,-7.33184
20150514 00:00,0.870776520280626,6.52676,-5.21679,8.64642,-7.33981
20150514 01:00,0.814010266394913,5.7496,-5.39441,7.82556,-7.49642
20150514 02:00,0.759481687484097,5.00607,-5.7221,6.85642,-8.01051
20150514 03:00,0.759928293489729,4.34054,-5.69155,5.88569,-7.90786
20150514 04:00,0.735188340483713,3.71414,-5.45348,4.99692,-7.54382
20150514 05:00,0.713004754361519,3.65358,-5.6462,4.71384,-7.46124
20150514 06:00,0.689257400219278,3.55235,-5.475,4.43912,-6.96606
20150514 07:00,0.704512264102337,3.36105,-5.34476,4.13009,-6.6779
20150514 08:00,0.631829317992492,3.26925,-4.96456,3.92777,-6.11597
20150514 09:00,0.582117393858445,3.33299,-4.4649,3.96371,-5.43524
20150514 10:00,0.561997345316253,3.61389,-4.05485,4.26554,-4.88147
20150514 11:00,0.547760394034427,4.1601,-4.06629,4.96332,-4.91343
20150514 12:00,0.537006976160496,4.45827,-3.94589,5.34536,-4.78596
20150514 13:00,0.515410879891152,4.65522,-3.9141,5.58971,-4.76289
20150514 14:00,0.484167328400336,4.73904,-4.25976,5.73157,-5.21588
20150514 15:00,0.485023517168194,4.54477,-4.52443,5.51187,-5.58916
20150514 16:00,0.467145469862776,4.34455,-4.37064,5.29482,-5.4442
20150514 17:00,0.461606924913284,4.21457,-4.00913,5.16944,-5.0261
20150514 18:00,0.507308269044712,3.97486,-3.82599,4.95448,-4.88714
20150514 19:00,0.343067411409698,3.51655,-3.57978,4.71397,-4.99082
20150514 20:00,0.279832382236313,2.98345,-3.1905,4.26232,-4.79782
20150514 21:00,0.420770668910331,2.77062,-2.86792,4.02732,-4.44252
20150514 22:00,0.402102491480543,2.80977,-2.34232,4.21313,-3.79815
20150514 23:00,0.359802001456865,3.21886,-2.12488,4.8428,-3.43924
20150515 00:00,0.220677910559431,3.55809,-2.47561,5.25508,-3.83355
20150515 01:00,0.250274597816932,1.97727,-2.47588,2.79982,-3.60495
20150515 02:00,0.268510351529755,1.61762,-2.56727,2.37965,-3.92212
20150515 03:00,0.313179258129024,1.15387,-2.45845,1.65935,-3.75787
20150515 04:00,0.2764109662432,0.727953,-2.2714,1.01818,-3.48299
20150515 05:00,0.257629219785442,0.250749,-2.59171,0.339321,-3.26802
20150515 06:00,0.257062922841879,0.0949858,-2.10381,0.136413,-2.49687
20150515 07:00,0.269758664296081,0.63815,-1.58579,0.65327,-1.79727
20150515 08:00,0.291538128830764,1.41497,-1.10902,1.44975,-1.1689
20150515 09:00,0.165951698129703,2.43351,-1.02344,2.63011,-1.03143
20150515 10:00,0.218253426646063,3.1615,-1.19772,3.50082,-1.2459
20150515 11:00,0.232146430276661,3.87005,-1.45003,4.4429,-1.60303
20150515 12:00,0.274122880014363,4.18642,-1.53875,4.87432,-1.72825
20150515 13:00,0.345537724834943,4.11516,-1.64015,4.79949,-1.878
20150515 14:00,0.367131466312121,4.12408,-1.53058,4.80351,-1.74569
20150515 15:00,0.448435576809309,4.62584,-1.56789,5.46365,-1.82728
20150515 16:00,0.251420289625405,4.76834,-2.08421,5.72388,-2.53577
20150515 17:00,0.157033220028577,4.36329,-2.30848,5.27065,-2.86071
20150515 18:00,0.243287301243334,3.25057,-1.53283,3.90075,-1.90747
20150515 19:00,0.422819771052987,4.27855,-0.822568,5.26268,-1.10125
20150515 20:00,0.455462505013627,4.76557,-0.619977,6.09381,-0.910935
20150515 21:00,0.483294886632634,4.94465,-0.365779,6.3884,-0.58121
20150515 22:00,0.475817119809125,5.00076,-0.407494,6.54707,-0.650367
20150515 23:00,0.478383684542481,4.60315,0.27205,6.05321,0.23136
20150516 00:00,0.487058574523765,4.61728,1.14519,6.1558,1.40256
20150516 01:00,0.62526106126373,4.59657,1.64001,6.23315,2.07947
20150516 02:00,0.572764584797956,4.35439,1.86381,5.92297,2.39305
